

================================================================================
=== START AI RESPONSE LOG | File: POJK 1 Tahun 2024 Kualitas Aset Bank Perekonomian Rakyat.md | Time: 2026-06-24 11:08:28 ===
================================================================================
--- METADATA EXTRACTION RESULT ---
PERATURAN OTORITAS JASA KEUANGAN NOMOR 1 TAHUN 2024 TENTANG KUALITAS ASET BANK PEREKONOMIAN RAKYAT|POJK|10 Januari 2024
----------------------------------

--- CYCLE 1 OUTPUT ---
Ketentuan|1|Pasal 1|Cukup jelas.|1|1|Bank Perekonomian Rakyat yang selanjutnya disingkat BPR adalah jenis bank konvensional yang dalam kegiatannya tidak memberikan jasa dalam lalu lintas giral secara langsung.
Ketentuan|1|Pasal 1|Cukup jelas.|2|2|Aset adalah aset produktif dan aset nonproduktif.
Ketentuan|1|Pasal 1|Cukup jelas.|3|3|Aset Produktif adalah penyediaan dana BPR dalam mata uang rupiah untuk memperoleh penghasilan, dalam bentuk kredit, surat berharga, penempatan pada bank lain, dan penyertaan modal.
Ketentuan|1|Pasal 1|Cukup jelas.|4|4|Penempatan pada Bank Lain adalah penempatan dana BPR pada bank lain dalam bentuk giro, tabungan, deposito, sertifikat deposito, kredit yang diberikan, dan penempatan dana lainnya yang sejenis.
Ketentuan|1|Pasal 1|Cukup jelas.|5|5|Surat Berharga adalah surat berharga yang diterbitkan oleh Bank Indonesia, Pemerintah, atau Pemerintah Daerah.
Ketentuan|1|Pasal 1|Cukup jelas.|6|6|Kredit adalah penyediaan dana atau tagihan yang dapat dipersamakan dengan itu, berdasarkan persetujuan atau kesepakatan pinjam-meminjam antara BPR dan pihak peminjam yang mewajibkan pihak peminjam untuk melunasi utangnya setelah jangka waktu tertentu dengan pemberian bunga termasuk pengalihan piutang.
Ketentuan|1|Pasal 1|Cukup jelas.|7|7|Penyertaan Modal adalah penanaman dana BPR dalam bentuk saham pada lembaga penunjang BPR dengan persyaratan sesuai dengan ketentuan peraturan perundang-undangan.
Ketentuan|1|Pasal 1|Cukup jelas.|8|8|Aset Nonproduktif adalah agunan yang diambil alih, properti terbengkalai, dan tagihan BPR yang timbul akibat pihak lawan tidak memenuhi kewajiban kepada BPR.
Ketentuan|1|Pasal 1|Cukup jelas.|9|9|Agunan Yang Diambil Alih selanjutnya disingkat AYDA adalah aset yang diperoleh BPR baik sebagian atau seluruhnya dengan cara pembelian melalui pelelangan maupun di luar pelelangan berdasarkan penyerahan secara sukarela oleh pemilik agunan atau berdasarkan kuasa untuk menjual di luar lelang dari pemilik agunan, dalam hal debitur tidak memenuhi kewajiban kepada BPR dengan ketentuan agunan yang dibeli untuk dicairkan secepatnya.
Ketentuan|1|Pasal 1|Cukup jelas.|10|10|Properti Terbengkalai adalah aset tetap dalam bentuk properti yang dimiliki BPR namun tidak digunakan untuk kegiatan usaha BPR yang berkaitan operasional BPR.
Ketentuan|1|Pasal 1|Cukup jelas.|11|11|Penyisihan Penilaian Kualitas Aset yang selanjutnya disingkat PPKA adalah penyisihan yang dihitung sebesar persentase tertentu berdasarkan kualitas Aset untuk keperluan perhitungan kewajiban penyediaan modal minimum BPR.
Ketentuan|1|Pasal 1|Cukup jelas.|12|12|Cadangan Kerugian Penurunan Nilai yang selanjutnya disingkat CKPN adalah penyisihan yang dibentuk atas penurunan nilai instrumen keuangan sesuai standar akuntansi keuangan.
Ketentuan|1|Pasal 1|Cukup jelas.|13|13|Kewajiban Penyediaan Modal Minimum yang selanjutnya disingkat KPMM adalah rasio modal terhadap aset tertimbang menurut risiko yang wajib disediakan oleh BPR sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai kewajiban penyediaan modal minimum dan pemenuhan modal inti minimum bank perkreditan rakyat.
Ketentuan|1|Pasal 1|Cukup jelas.|14|14|Direksi adalah direksi bagi BPR berbentuk badan hukum perseroan terbatas, perusahaan umum daerah, perusahaan perseroan daerah, perusahaan daerah, atau pengurus bagi BPR berbentuk badan hukum koperasi.
Ketentuan|1|Pasal 1|Cukup jelas.|15|15|Dewan Komisaris adalah dewan komisaris bagi BPR berbentuk badan hukum perseroan terbatas, komisaris bagi BPR berbentuk badan hukum perusahaan perseroan daerah, dewan pengawas bagi BPR berbentuk badan hukum perusahaan umum daerah dan perusahaan daerah, serta pengawas bagi BPR berbentuk badan hukum koperasi.
Ketentuan|1|Pasal 1|Cukup jelas.|16|16|Nasabah Debitur yang selanjutnya disebut Debitur adalah nasabah yang memperoleh fasilitas Kredit atau yang dipersamakan dengan itu berdasarkan perjanjian BPR dengan nasabah yang bersangkutan.
Ketentuan|1|Pasal 1|Cukup jelas.|17|17|Restrukturisasi Kredit adalah upaya perbaikan yang dilakukan BPR dalam kegiatan perkreditan terhadap Debitur yang mengalami kesulitan untuk memenuhi kewajibannya.
Bab II|2|Pasal 2 ayat (1)|BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|1|a|Prinsip kehati-hatian dalam pengelolaan Aset khususnya Kredit antara lain dilakukan berdasarkan analisis kelayakan usaha dengan memperhatikan paling sedikit faktor 5C's yaitu watak (character), kemampuan (capacity), modal (capital), agunan (collateral) dan prospek usaha Debitur (condition of economy).|
Bab II|2|Pasal 2 ayat (1)|BPR wajib mengelola Aset berdasarkan prinsip kehati-hatian.|2|b|Kualitas baik dalam Aset Produktif ditunjukkan dengan kualitas lancar. Termasuk dalam langkah yang diperlukan agar kualitas Aset tetap baik antara lain penerapan manajemen risiko kredit secara efektif, termasuk melalui penyusunan dan pelaksanaan kebijakan dan pedoman perkreditan sesuai dengan Peraturan Otoritas Jasa Keuangan ini.|
Bab II|3|Pasal 3 ayat (1)|BPR wajib melakukan penilaian dan penetapan kualitas Aset Produktif.|1||Cukup jelas.|
Bab II|3|Pasal 3 ayat (2)|Dalam hal terjadi perbedaan penetapan kualitas Aset Produktif antara BPR dan Otoritas Jasa Keuangan, kualitas Aset Produktif yang berlaku kualitas Aset Produktif yang ditetapkan oleh Otoritas Jasa Keuangan.|1||Penetapan kualitas Aset Produktif oleh Otoritas Jasa Keuangan antara lain didasarkan pada hasil pemeriksaan Otoritas Jasa Keuangan mengenai penilaian dan informasi mengenai kondisi Debitur.|
Bab II|3|Pasal 3 ayat (3)|BPR wajib melakukan penyesuaian kualitas Aset Produktif sesuai dengan yang ditetapkan oleh Otoritas Jasa Keuangan sebagaimana dimaksud pada ayat (2) dalam laporan yang disampaikan kepada Otoritas Jasa Keuangan sesuai dengan Peraturan Otoritas Jasa Keuangan mengenai pelaporan bank perkreditan rakyat dan bank pembiayaan rakyat syariah melalui sistem pelaporan Otoritas Jasa Keuangan.|1||Cukup jelas.|
Bab II|4|Pasal 4 ayat (1)|BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai:|1|a|Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.|
Bab II|4|Pasal 4 ayat (1)|BPR wajib menetapkan kualitas yang sama terhadap seluruh Aset Produktif yang sama untuk membiayai:|2|b|Proyek atau usaha yang sama termasuk proyek atau usaha yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.|
Bab II|4|Pasal 4 ayat (2)|Penetapan kualitas Aset Produktif sebagaimana dimaksud pada ayat (1) wajib mengikuti kualitas Aset Produktif yang paling rendah.|1||Contoh 1: BPR B memberikan fasilitas Kredit investasi dan Kredit modal kerja kepada Debitur A. Hasil penilaian yang dilakukan BPR B untuk masing-masing fasilitas tersebut: a. Lancar, untuk Kredit investasi; dan b. Kurang lancar, untuk Kredit modal kerja. Mengingat kedua Kredit tersebut digunakan untuk membiayai 1 (satu) Debitur yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar. Contoh 2: BPR B memberikan fasilitas Kredit kepada Debitur A dan Debitur C yang digunakan untuk membiayai proyek yang sama, yaitu proyek D. Sumber utama pengembalian Kredit, baik oleh Debitur A maupun Debitur C berasal dari arus kas yang akan diperoleh dari proyek D. Hasil penilaian yang dilakukan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C: a. Lancar, untuk Debitur A; dan b. Kurang lancar, untuk Debitur C. Mengingat kedua Kredit tersebut digunakan untuk membiayai proyek yang sama dan sumber pembayaran kewajiban pinjaman berasal dari proyek yang sama, kualitas Aset Produktif yang ditetapkan BPR B untuk Kredit yang diberikan kepada Debitur A dan Debitur C mengikuti kualitas Aset Produktif yang lebih rendah, yaitu kurang lancar.|
Bab II|4|Pasal 4 ayat (3)|Ketentuan sebagaimana dimaksud pada ayat (2) dapat dikecualikan terhadap Aset Produktif yang ditetapkan berdasarkan faktor penilaian yang berbeda.|1||Contoh penetapan kualitas Aset Produktif berdasarkan faktor penilaian yang berbeda: BPR A menetapkan kualitas Aset Produktif dalam bentuk Kredit terhadap BPR B berdasarkan faktor penilaian berupa prospek usaha, kinerja debitur, dan kemampuan membayar. Di sisi lain, BPR A menetapkan kualitas Aset Produktif dalam bentuk Penempatan pada Bank Lain pada BPR B berdasarkan faktor penilaian berupa hari tunggakan dan/atau status pengawasan BPR B. Karena terdapat perbedaan faktor penilaian untuk penetapan kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain maka kualitas Aset Produktif dalam bentuk Kredit dan Penempatan pada Bank Lain dapat ditetapkan secara berbeda.|
Bab II|5|Pasal 5 ayat (1)|BPR wajib menetapkan kualitas yang sama terhadap Aset Produktif yang diberikan oleh lebih dari 1 (satu) BPR yang digunakan untuk membiayai:|1|a|Proyek yang sama termasuk proyek yang menjadi sumber pembayaran pokok dan/atau bunga yang sama.|
